"store_id","state_id","city_name","store_name","store_website","street_address","postal_code","country_id","telephone","lat","lng"
157,"WA","Seattle","Trader Joe's West Seattle (157)","https://locations.traderjoes.com/wa/seattle/157","4545 Fauntleroy Way SW","98116","US","+1 206-913-0013","47.561970","-122.381090"
158,"WA","Silverdale","Trader Joe's Silverdale (158)","https://locations.traderjoes.com/wa/silverdale/158","9991 Mickelberry Rd","98383","US","+1 360-307-7224","47.655500","-122.683010"
159,"WA","Spokane","Trader Joe's Spokane (159)","https://locations.traderjoes.com/wa/spokane/159","2975 East 29th Ave","99223","US","+1 509-534-1077","47.628920","-117.366780"
160,"WA","Sammamish","Trader Joe's Sammamish (160)","https://locations.traderjoes.com/wa/sammamish/160","490 228th Ave NE","98074","US","+1 425-836-0837","47.613840","-122.033810"
162,"WA","Bellevue","Trader Joe's Bellevue (162)","https://locations.traderjoes.com/wa/bellevue/162","416 116th Ave NE","98004","US","+1 425-454-9799","47.613800","-122.184770"
163,"WA","Kent","Trader Joe's Kent (163)","https://locations.traderjoes.com/wa/kent/163","12966 SE Kent-Kangley Rd","98030","US","+1 253-639-3419","47.360070","-122.166180"
164,"WA","Spokane","Trader Joe's Spokane N (164)","https://locations.traderjoes.com/wa/spokane/164","5520 N Division St","99208","US","+1 509-487-4188","47.708900","-117.409590"
165,"NM","Santa Fe","Trader Joe's Santa Fe (165)","https://locations.traderjoes.com/nm/santa-fe/165","530 W Cordova Rd","87505","US","+1 505-995-8145","35.673070","-105.953110"
166,"NM","Albuquerque","Trader Joe's Albuquerque (166)","https://locations.traderjoes.com/nm/albuquerque/166","8928 Holly Ave NE","87122","US","+1 505-796-0311","35.175210","-106.542940"
167,"NM","Albuquerque","Trader Joe's Albuquerque (167)","https://locations.traderjoes.com/nm/albuquerque/167","2200 Uptown Loop NE","87110","US","+1 505-883-3662","35.102330","-106.565330"
168,"OR","Portland","Trader Joe's Southwest Portland (168)","https://locations.traderjoes.com/or/portland/168","7215 SW Garden Home Road","97223","US","+1 503-244-4625","45.466220","-122.750890"
169,"OR","Tigard","Trader Joe's Tigard (169)","https://locations.traderjoes.com/or/tigard/169","16200 SW Pacific Hwy","97224","US","+1 503-443-6713","45.403770","-122.796490"
170,"CA","Millbrae","Trader Joe's Millbrae (170)","https://locations.traderjoes.com/ca/millbrae/170","765 Broadway","94030","US","+1 650-259-9142","37.603930","-122.396030"
171,"CA","Pasadena","Trader Joe's Hastings Ranch (171)","https://locations.traderjoes.com/ca/pasadena/171","467 N Rosemead Blvd","91107","US","+1 626-351-3399","34.153740","-118.078200"
172,"CA","Folsom","Trader Joe's Folsom (172)","https://locations.traderjoes.com/ca/folsom/172","850 East Bidwell","95630","US","+1 916-817-8820","38.672290","-121.155930"
173,"CA","West Hollywood","Trader Joe's West Hollywood (173)","https://locations.traderjoes.com/ca/west-hollywood/173","8611 Santa Monica Blvd","90069","US","+1 310-657-0152","34.088010","-118.379450"
174,"CA","San Carlos","Trader Joe's San Carlos (174)","https://locations.traderjoes.com/ca/san-carlos/174","1482 El Camino Real","94070","US","+1 650-594-2138","37.496640","-122.248270"
175,"CA","Sacramento","Trader Joe's Sacramento (175)","https://locations.traderjoes.com/ca/sacramento/175","5000 Folsom Blvd","95819","US","+1 916-456-1853","38.560480","-121.444740"
176,"CA","Yorba Linda","Trader Joe's Yorba Linda (176)","https://locations.traderjoes.com/ca/yorba-linda/176","19655 Yorba Linda Blvd","92886","US","+1 714-970-0116","33.889450","-117.792260"
177,"AZ","Phoenix","Trader Joe's Ahwatukee (177)","https://locations.traderjoes.com/az/phoenix/177","4025 E Chandler Blvd","85048","US","+1 480-759-2295","33.303960","-111.994420"
178,"CA","Santa Rosa","Trader Joe's Santa Rosa Ave (178)","https://locations.traderjoes.com/ca/santa-rosa/178","2100 Santa Rosa Ave","95407","US","+1 707-535-0788","38.417420","-122.711960"
179,"CA","Pasadena","Trader Joe's Pasadena - S Lake Ave (179)","https://locations.traderjoes.com/ca/pasadena/179","345 S Lake Ave","91101","US","+1 626-395-9553","34.139880","-118.133060"
180,"CA","Clovis","Trader Joe's Clovis (180)","https://locations.traderjoes.com/ca/clovis/180","1077 N Willow Ave","93611","US","+1 559-325-3120","36.849540","-119.728030"
181,"CA","Los Gatos","Trader Joe's Los Gatos (181)","https://locations.traderjoes.com/ca/los-gatos/181","15466 Los Gatos Blvd","95032","US","+1 408-356-2324","37.244250","-121.957820"
182,"CA","Davis","Trader Joe's Davis (182)","https://locations.traderjoes.com/ca/davis/182","885 Russell Blvd","95616","US","+1 530-757-2693","38.546680","-121.761320"
183,"CA","Santa Barbara","Trader Joe's Santa Barbara (183)","https://locations.traderjoes.com/ca/santa-barbara/183","3025 De La Vina St","93105","US","+1 805-563-7383","34.439020","-119.729100"
184,"CA","Chatsworth","Trader Joe's Chatsworth (184)","https://locations.traderjoes.com/ca/chatsworth/184","10330 Mason Ave","91311","US","+1 818-341-3010","34.258450","-118.578950"
185,"CA","Palmdale","Trader Joe's Palmdale (185)","https://locations.traderjoes.com/ca/palmdale/185","39507 10th St W","93551","US","+1 661-947-2890","34.600570","-118.147970"
186,"CA","Berkeley","Trader Joe's Berkeley (186)","https://locations.traderjoes.com/ca/berkeley/186","1885 University Ave","94703","US","+1 510-204-9074","37.871710","-122.273360"
187,"CA","South San Francisco","Trader Joe's South San Francisco (187)","https://locations.traderjoes.com/ca/south-san-francisco/187","301 MC Lellan Dr","94080","US","+1 650-583-6401","37.664760","-122.446110"
188,"CA","San Diego","Trader Joe's San Diego - Point Loma (188)","https://locations.traderjoes.com/ca/san-diego/188","2401 Truxtun Rd","92106","US","+1 619-758-9272","32.735740","-117.216660"
189,"CA","La Quinta","Trader Joe's La Quinta (189)","https://locations.traderjoes.com/ca/la-quinta/189","46400 Washington St","92253","US","+1 760-777-1553","33.711980","-116.294290"
190,"CA","Elk Grove","Trader Joe's Elk Grove (190)","https://locations.traderjoes.com/ca/elk-grove/190","9670 Bruceville Road","95757","US","+1 916-686-9980","38.406610","-121.420440"
191,"AZ","Tucson","Trader Joe's Tucson - Campbell & Limberlost (191)","https://locations.traderjoes.com/az/tucson/191","4209 N Campbell Ave","85719","US","+1 520-325-0069","32.283360","-110.944710"
192,"CA","Los Angeles","Trader Joe's Sunset Blvd (192)","https://locations.traderjoes.com/ca/los-angeles/192","8000 W Sunset Blvd","90046","US","+1 323-822-7663","34.097680","-118.364790"
193,"CA","Santa Cruz","Trader Joe's Santa Cruz (193)","https://locations.traderjoes.com/ca/santa-cruz/193","700 Front St","95060","US","+1 831-425-0140","36.974600","-122.025000"
194,"CA","Long Beach","Trader Joe's Long Beach - Bellflower Blvd (194)","https://locations.traderjoes.com/ca/long-beach/194","2222 North Bellflower Blvd","90815","US","+1 562-596-2514","33.796580","-118.122900"
195,"CA","Aliso Viejo","Trader Joe's Aliso Viejo (195)","https://locations.traderjoes.com/ca/aliso-viejo/195","26541 Aliso Creek Rd","92656","US","+1 949-643-5531","33.577330","-117.724560"
196,"CA","Thousand Oaks","Trader Joe's Thousand Oaks (196)","https://locations.traderjoes.com/ca/thousand-oaks/196","451 Avenida De Los Arboles","91360","US","+1 805-492-7107","34.218790","-118.869160"
197,"CA","Tustin","Trader Joe's Tustin (197)","https://locations.traderjoes.com/ca/tustin/197","1198 Irvine Blvd.","92780","US","+1 714-505-3289","33.747750","-117.809000"
198,"CA","Novato","Trader Joe's Novato (198)","https://locations.traderjoes.com/ca/novato/198","7514 Redwood Blvd","94945","US","+1 415-898-9359","38.111800","-122.568220"
199,"CA","Chico","Trader Joe's Chico (199)","https://locations.traderjoes.com/ca/chico/199","801 East Ave","95926","US","+1 530-343-9920","39.760370","-121.846560"
200,"CA","San Francisco","Trader Joe's San Francisco - Nob Hill (200)","https://locations.traderjoes.com/ca/san-francisco/200","1095 Hyde St","94109","US","+1 415-292-7665","37.790610","-122.417820"
201,"CA","Brentwood","Trader Joe's Brentwood (201)","https://locations.traderjoes.com/ca/brentwood/201","5451 Lone Tree Way","94513","US","+1 925-516-3044","37.960880","-121.750060"
202,"CA","Morgan Hill","Trader Joe's Morgan Hill (202)","https://locations.traderjoes.com/ca/morgan-hill/202","17035 Laurel Rd","95037","US","+1 408-778-6409","37.131530","-121.638390"
203,"CA","Oakland","Trader Joe's Oakland - Lakeshore (203)","https://locations.traderjoes.com/ca/oakland/203","3250 Lakeshore Ave","94610","US","+1 510-238-9076","37.809900","-122.244480"
204,"CA","Monterey","Trader Joe's Monterey (204)","https://locations.traderjoes.com/ca/monterey/204","570 Munras Ave","93940","US","+1 831-372-2010","36.596580","-121.894350"
205,"CA","Marina Del Rey","Trader Joe's Marina Del Rey (205)","https://locations.traderjoes.com/ca/marina-del-rey/205","4675 Admiralty Way","90292","US","+1 310-301-4461","33.979610","-118.441270"
206,"CA","Los Angeles","Trader Joe's Hollywood (206)","https://locations.traderjoes.com/ca/los-angeles/206","1600 N Vine St","90028","US","+1 323-856-0689","34.100000","-118.326470"
207,"CA","Palo Alto","Trader Joe's Palo Alto (207)","https://locations.traderjoes.com/ca/palo-alto/207","855 El Camino Real","94301","US","+1 650-327-7018","37.437990","-122.159560"
208,"CA","Livermore","Trader Joe's Livermore (208)","https://locations.traderjoes.com/ca/livermore/208","1122 A East Stanley Blvd","94550","US","+1 925-243-1947","37.680180","-121.781520"
209,"CA","Woodland Hills","Trader Joe's Woodland Hills (209)","https://locations.traderjoes.com/ca/woodland-hills/209","21055 Ventura Blvd","91364","US","+1 818-712-9475","34.167090","-118.592490"
210,"CA","Irvine","Trader Joe's Irvine - Woodbury Town Center (210)","https://locations.traderjoes.com/ca/irvine/210","6222 Irvine Blvd","92620","US","+1 949-551-6402","33.700260","-117.741090"
211,"CA","Templeton","Trader Joe's Templeton (211)","https://locations.traderjoes.com/ca/templeton/211","1111 Rossi Road","93465","US","+1 805-434-9562","35.541960","-120.715160"
212,"CA","San Jose","Trader Joe's San Jose - Coleman Ave (212)","https://locations.traderjoes.com/ca/san-jose/212","635 Coleman Ave","95110","US","+1 408-298-9731","37.340980","-121.909640"
213,"CA","Corona","Trader Joe's Corona (213)","https://locations.traderjoes.com/ca/corona/213","2790 Cabot Dr","92883","US","+1 951-603-0299","33.812390","-117.506020"
214,"CA","Claremont","Trader Joe's Claremont (214)","https://locations.traderjoes.com/ca/claremont/214","475 W Foothill Blvd","91711","US","+1 909-625-8784","34.107240","-117.721680"
215,"CA","Los Angeles","Trader Joe's Olympic Blvd (215)","https://locations.traderjoes.com/ca/los-angeles/215","11755 Olympic Blvd","90064","US","+1 310-477-5949","34.033830","-118.449220"
216,"CA","Chino Hills","Trader Joe's Chino Hills (216)","https://locations.traderjoes.com/ca/chino-hills/216","13911 Peyton Drive","91709","US","+1 909-627-1404","34.000530","-117.732040"
217,"CA","Rancho Cucamonga","Trader Joe's Rancho Cucamonga (217)","https://locations.traderjoes.com/ca/rancho-cucamonga/217","6401 Haven Ave","91737","US","+1 909-476-1410","34.137670","-117.574340"
218,"CA","Ventura","Trader Joe's Ventura - Midtown (218)","https://locations.traderjoes.com/ca/ventura/218","103 S Mills Rd","93003","US","+1 805-658-2664","34.271490","-119.248900"
219,"CA","Redding","Trader Joe's Redding (219)","https://locations.traderjoes.com/ca/redding/219","845 Browning St","96003","US","+1 530-223-4875","40.591820","-122.357220"
220,"CA","Carlsbad","Trader Joe's Carlsbad (220)","https://locations.traderjoes.com/ca/carlsbad/220","2629 Gateway Rd","92009","US","+1 760-603-8473","33.126710","-117.254570"
221,"CA","San Diego","Trader Joe's Scripps Ranch (221)","https://locations.traderjoes.com/ca/san-diego/221","9850 Hibert St","92131","US","+1 858-549-9185","32.914280","-117.115110"
222,"CA","San Diego","Trader Joe's Mission Valley (222)","https://locations.traderjoes.com/ca/san-diego/222","1072 Camino Del Rio North","92108","US","+1 619-297-0749","32.766030","-117.155270"
223,"CA","San Diego","Trader Joe's Del Mar (223 )","https://locations.traderjoes.com/ca/san-diego/223","13480 Highlands Place","92130","US","+1 858-755-7130","32.961230","-117.191310"
224,"CA","San Diego","Trader Joe's San Diego - SDSU (224)","https://locations.traderjoes.com/ca/san-diego/224","5140 College Ave","92115","US","+1 619-229-9092","32.771900","-117.070280"
225,"CA","San Francisco","Trader Joe's San Francisco - Pacific Place (225)","https://locations.traderjoes.com/ca/san-francisco/225","10 4th Street","94103","US","+1 415-536-7801","37.785230","-122.405980"
226,"CA","San Francisco","Trader Joe's San Francisco (Hayes Valley) (226)","https://locations.traderjoes.com/ca/san-francisco/226","555 Fulton St","94102","US","+1 415-718-0175","37.778270","-122.425960"
228,"CA","Rocklin","Trader Joe's Rocklin (228)","https://locations.traderjoes.com/ca/rocklin/228","5116 Commons Dr.","95677","US","+1 916-660-9820","38.802910","-121.209100"
229,"CA","Milpitas","Trader Joe's Milpitas (229)","https://locations.traderjoes.com/ca/milpitas/229","1306 Great Mall Pkwy","95035","US","+1 408-942-6957","37.412320","-121.900040"
230,"CA","Pinole","Trader Joe's Pinole (230)","https://locations.traderjoes.com/ca/pinole/230","2742 Pinole Valley Rd","94564","US","+1 510-222-3501","37.995210","-122.285820"
231,"CA","Oakland","Trader Joe's Oakland - Rockridge (231)","https://locations.traderjoes.com/ca/oakland/231","5727 College Ave","94618","US","+1 510-923-9428","37.845530","-122.252520"
232,"CA","San Jose","Trader Joe's San Jose - Bollinger (232)","https://locations.traderjoes.com/ca/san-jose/232","7250 Bollinger Rd","95129","US","+1 408-873-7384","37.311780","-122.030910"
233,"CA","Rancho Palos Verdes","Trader Joe's Rancho Palos Verdes (233)","https://locations.traderjoes.com/ca/rancho-palos-verdes/233","31176 Hawthorne Blvd","90275","US","+1 310-544-1727","33.749150","-118.407090"
234,"CA","Los Angeles","Trader Joe's Westwood (234)","https://locations.traderjoes.com/ca/los-angeles/234","1000 Glendon Ave","90024","US","+1 310-824-1495","34.062170","-118.443960"
235,"CA","Greenbrae","Trader Joe's Larkspur (235)","https://locations.traderjoes.com/ca/greenbrae/235","2052 Redwood Hwy","94904","US","+1 415-945-7955","37.937900","-122.514890"
236,"CA","San Francisco","Trader Joe's San Francisco - Stonestown (236)","https://locations.traderjoes.com/ca/san-francisco/236","265 Winston Dr","94132","US","+1 415-665-1835","37.726510","-122.476180"
237,"CA","Los Angeles","Trader Joe's Los Angeles - Burton Way (237)","https://locations.traderjoes.com/ca/los-angeles/237","8500 Burton Way","90048","US","+1 310-248-2984","34.071170","-118.377020"
239,"CA","Santa Maria","Trader Joe's Santa Maria (239)","https://locations.traderjoes.com/ca/santa-maria/239","1303 S Bradley Rd","93454","US","+1 805-925-1657","34.937660","-120.420890"
240,"CA","Los Angeles","Trader Joe's Los Angeles - 3rd & Fairfax (240)","https://locations.traderjoes.com/ca/los-angeles/240","175 South Fairfax Ave","90036","US","+1 323-931-4012","34.072480","-118.361740"
241,"CA","Huntington Beach","Trader Joe's Huntington Beach - Brookhurst (241)","https://locations.traderjoes.com/ca/huntington-beach/241","21431 Brookhurst St","92646","US","+1 714-968-4070","33.651270","-117.954820"
242,"CA","Cypress","Trader Joe's Cypress (Rossmoor) (242)","https://locations.traderjoes.com/ca/cypress/242","5245 Katella Ave.","90720","US","+1 714-220-4930","33.804190","-118.040960"
243,"CA","Thousand Oaks","Trader Joe's Newbury Park (243)","https://locations.traderjoes.com/ca/thousand-oaks/243","125 N Reino Road","91320","US","+1 805-375-1984","34.180120","-118.952820"
244,"CA","Huntington Beach","Trader Joe's Huntington Harbour (244)","https://locations.traderjoes.com/ca/huntington-beach/244","16821 Algonquin St","92649","US","+1 714-846-7307","33.717760","-118.050470"
245,"CA","San Mateo","Trader Joe's San Mateo - Hillsdale (245)","https://locations.traderjoes.com/ca/san-mateo/245","45 W Hillsdale Blvd","94403","US","+1 650-286-1509","37.536030","-122.298710"
246,"CA","San Ramon","Trader Joe's San Ramon (246)","https://locations.traderjoes.com/ca/san-ramon/246","300 Market Place","94583","US","+1 925-275-8140","37.764190","-121.952080"
247,"CA","Agoura Hills","Trader Joe's Agoura Hills (247)","https://locations.traderjoes.com/ca/agoura-hills/247","28941 Canwood St","91301","US","+1 818-865-8217","34.146350","-118.756500"
248,"CA","Hermosa Beach","Trader Joe's Hermosa Beach (248)","https://locations.traderjoes.com/ca/hermosa-beach/248","1100 Pacific Coast Hwy","90254","US","+1 310-318-1767","33.863690","-118.392550"
249,"CA","San Juan Capistrano","Trader Joe's San Juan Capistrano (249)","https://locations.traderjoes.com/ca/san-juan-capistrano/249","32151 Camino Capistrano","92675","US","+1 949-496-4150","33.496070","-117.663340"
250,"CA","Los Angeles","Trader Joe's USC Village (250)","https://locations.traderjoes.com/ca/los-angeles/250","3131 S Hoover Street","90089","US","+1 213-749-1497","34.026130","-118.284480"
251,"CA","Culver City","Trader Joe's Culver City (251)","https://locations.traderjoes.com/ca/culver-city/251","6150 Slauson Ave","90230","US","+1 310-313-0441","33.988170","-118.392700"
252,"CA","North Hollywood","Trader Joe's North Hollywood (252)","https://locations.traderjoes.com/ca/north-hollywood/252","6130 Laurel Canyon Bl","91606","US","+1 818-762-2963","34.181750","-118.394520"
253,"CA","Santa Monica","Trader Joe's Wilshire (253)","https://locations.traderjoes.com/ca/santa-monica/253","2300 Wilshire Blvd","90403","US","+1 310-264-2223","34.033290","-118.480240"
254,"CA","Calabasas","Trader Joe's Calabasas (254)","https://locations.traderjoes.com/ca/calabasas/254","23741 Calabasas Rd.","91302","US","+1 818-591-6758","34.155650","-118.644680"
256,"CA","Santa Monica","Trader Joe's Santa Monica (256)","https://locations.traderjoes.com/ca/santa-monica/256","500 Broadway","90401","US","+1 310-912-6877","34.015590","-118.491820"
257,"CA","Ladera Ranch","Trader Joe's Ladera Ranch (257)","https://locations.traderjoes.com/ca/ladera-ranch/257","27542 Antonio Pkwy","92694","US","+1 949-239-6429","33.562580","-117.628180"
258,"CA","Murrieta","Trader Joe's Murrieta (258)","https://locations.traderjoes.com/ca/murrieta/258","40388 Murrieta Hot Springs Rd","92563","US","+1 951-528-5115","33.554340","-117.175950"
259,"CA","Vista","Trader Joe's Vista (259)","https://locations.traderjoes.com/ca/vista/259","1861 University Dr","92083","US","+1 760-502-9816","33.170160","-117.218280"
260,"CA","Santee","Trader Joe's Santee (260)","https://locations.traderjoes.com/ca/santee/260","9680 Mission Gorge Rd","92071","US","+1 619-812-3705","32.839780","-116.986220"
261,"CA","Marina","Trader Joe's Marina (261)","https://locations.traderjoes.com/ca/marina/261","150 10th St","93933","US","+1 831-281-7247","36.665100","-121.810680"
263,"CA","Santa Clarita","Trader Joe's Canyon Country (263)","https://locations.traderjoes.com/ca/santa-clarita/263","19037 Golden Valley Rd","91387","US","+1 661-276-1430","34.394350","-118.461490"
264,"CA","Tarzana","Trader Joe's Tarzana (264)","https://locations.traderjoes.com/ca/tarzana/264","18700 Ventura Blvd","91356","US","","34.170530","-118.540920"
265,"CA","Poway","Trader Joe's Poway (265)","https://locations.traderjoes.com/ca/poway/265","13644 Poway Rd","92064","US","+1 858-294-6131","32.957740","-117.035460"
266,"CA","Roseville","Trader Joe's Roseville - North (266)","https://locations.traderjoes.com/ca/roseville/266","10261 Fairway Dr","95678","US","+1 279-217-4579","38.787760","-121.281510"
267,"CA","Sherman Oaks","Trader Joe's Sherman Oaks 2 (267)","https://locations.traderjoes.com/ca/sherman-oaks/267","14140 Riverside Dr","91423","US","","34.157470","-118.441330"
270,"WA","Shoreline","Trader Joe's Shoreline (270)","https://locations.traderjoes.com/wa/shoreline/270","1201 N 175th St","98133","US","+1 206-542-5336","47.754780","-122.343280"
271,"WA","Vancouver","Trader Joe's Vancouver (Salmon Creek) (271)","https://locations.traderjoes.com/wa/vancouver/271","14007 NE 10th Ave","98685","US","+1 360-512-2792","45.723530","-122.661380"
272,"WA","Vancouver","Trader Joe's Vancouver (East) (272)","https://locations.traderjoes.com/wa/vancouver/272","16701 Mill Plain Blvd","98683","US","+1 360-322-3554","45.615160","-122.499300"
273,"WA","Seattle","Trader Joe's Seattle - Greenwood (273)","https://locations.traderjoes.com/wa/seattle/273","8726 Greenwood Ave","98103","US","","47.693380","-122.355140"
274,"WA","Bellingham","Trader Joe's Bellingham - North (274)","https://locations.traderjoes.com/wa/bellingham/274","4255 Meridian St","98226","US","","48.795600","-122.487820"
275,"OR","Milwaukie","Trader Joe's Milwaukie (275)","https://locations.traderjoes.com/or/milwaukie/275","15574 SE McLoughlin Blvd","97267","US","+1 971-365-7604","45.411220","-122.626690"
278,"NV","Reno","Trader Joe's Reno (South) (278)","https://locations.traderjoes.com/nv/reno/278","13945 S Virginia St","89511","US","+1 775-249-6301","39.406010","-119.748600"
279,"NV","Sparks","Trader Joe's Sparks (279)","https://locations.traderjoes.com/nv/sparks/279","185 Los Altos Pkwy","89436","US","+1 775-259-1634","39.580920","-119.741240"
280,"NV","Henderson","Trader Joe's Anthem (280)","https://locations.traderjoes.com/nv/henderson/280","10345 S Eastern Ave","89052","US","+1 702-407-8673","36.000930","-115.109220"
281,"NV","Carson City","Trader Joe's Carson City (281)","https://locations.traderjoes.com/nv/carson-city/281","3790 US Hwy 395 S","89705","US","+1 775-267-2486","39.112860","-119.776270"
282,"AZ","Phoenix","Trader Joe's Paradise Valley (282)","https://locations.traderjoes.com/az/phoenix/282","4726 East Shea Blvd","85028","US","+1 602-485-7788","33.583180","-111.979130"
283,"AZ","Prescott","Trader Joe's Prescott (283)","https://locations.traderjoes.com/az/prescott/283","252 N Lee Blvd","86303","US","+1 928-443-9075","34.548690","-112.405300"
284,"NV","Las Vegas","Trader Joe's Las Vegas - Downtown Summerlin (284)","https://locations.traderjoes.com/nv/las-vegas/284","2315 Summa Dr","89135","US","+1 702-242-0597","36.146580","-115.335350"
285,"AZ","Gilbert","Trader Joe's Gilbert (SanTan) (285)","https://locations.traderjoes.com/az/gilbert/285","1779 E. Williams Field Rd.","85295","US","+1 480-857-9878","33.306440","-111.751700"
286,"AZ","Queen Creek","Trader Joe's Queen Creek (286)","https://locations.traderjoes.com/az/queen-creek/286","21186 S. Ellsworth Loop Rd","85142","US","+1 480-877-7213","33.256150","-111.638570"
287,"AZ","Chandler","Trader Joe's Chandler (287)","https://locations.traderjoes.com/az/chandler/287","3961 S Arizona Ave","85248","US","+1 520-453-3452","33.248850","-111.840610"
300,"CO","Denver","Trader Joe's Denver Grocery (300)","https://locations.traderjoes.com/co/denver/300","750 N Colorado Blvd","80206","US","+1 303-321-1003","39.728530","-104.940410"
301,"CO","Boulder","Trader Joe's Boulder (301)","https://locations.traderjoes.com/co/boulder/301","1906 28th St","80301","US","+1 303-443-0160","40.020170","-105.257930"
302,"CO","Denver","Trader Joe's Denver (302)","https://locations.traderjoes.com/co/denver/302","661 Logan Street","80203","US","+1 303-318-7112","39.726770","-104.982540"
303,"CO","Greenwood Village","Trader Joe's Greenwood Village (303)","https://locations.traderjoes.com/co/greenwood-village/303","5910 S University Blvd","80121","US","+1 303-730-3848","39.608350","-104.958070"
304,"CO","Fort Collins","Trader Joe's Fort Collins (304)","https://locations.traderjoes.com/co/fort-collins/304","3500 S College Ave","80525","US","+1 970-223-3560","40.539380","-105.075480"
305,"CO","Colorado Springs","Trader Joe's Colorado Springs (305)","https://locations.traderjoes.com/co/colorado-springs/305","5342 N Nevada Ave","80918","US","+1 719-264-0123","38.907290","-104.817290"
306,"CO","Littleton","Trader Joe's Littleton (306)","https://locations.traderjoes.com/co/littleton/306","8055 West Bowles Ave","80123","US","+1 720-981-4563","39.611320","-105.087840"
309,"CO","Parker","Trader Joe's Parker (309)","https://locations.traderjoes.com/co/parker/309","18374 Cottonwood Drive","80138","US","+1 720-851-0549","39.556480","-104.777990"
310,"CO","Denver","Trader Joe's Denver Wine Shop (310)","https://locations.traderjoes.com/co/denver/310","790 N Colorado Blvd","80206","US","+1 303-321-3245","39.729020","-104.940430"
312,"CA","Northridge","Trader Joe's Northridge (312)","https://locations.traderjoes.com/ca/northridge/312","9224 Reseda Blvd","91325","US","","34.238070","-118.535680"
315,"CO","Colorado Springs","Trader Joe's Colorado Springs Wine Shop (315)","https://locations.traderjoes.com/co/colorado-springs/315","5338 N Nevada Avenue","80918","US","+1 719-266-6838","38.905070","-104.817300"
350,"UT","Salt Lake City","Trader Joe's Salt Lake City (350)","https://locations.traderjoes.com/ut/salt-lake-city/350","634 East 400 South","84102","US","+1 801-359-2462","40.760260","-111.873090"
351,"UT","Cottonwood Heights","Trader Joe's Cottonwood Heights (351)","https://locations.traderjoes.com/ut/cottonwood-heights/351","6989 S 1300 E","84047","US","+1 801-562-3024","40.623590","-111.854120"
352,"UT","Orem","Trader Joe's Orem (352)","https://locations.traderjoes.com/ut/orem/352","440 East Park Avenue","84097","US","+1 801-224-1453","40.276340","-111.684750"
353,"UT","Draper","Trader Joe's Draper (353)","https://locations.traderjoes.com/ut/draper/353","11477 S. State St.","84020","US","+1 801-571-0987","40.542800","-111.891090"
354,"UT","Salt Lake City","Trader Joe's Salt Lake City (Sugar House) (354)","https://locations.traderjoes.com/ut/salt-lake-city/354","2160 S 700 E","84106","US","+1 801-720-8834","40.724030","-111.872240"
360,"ID","Boise","Trader Joe's Boise (360)","https://locations.traderjoes.com/id/boise/360","300 S Capitol Blvd","83702","US","+1 208-336-7282","43.613110","-116.203710"
361,"ID","Meridian","Trader Joe's Meridian (361)","https://locations.traderjoes.com/id/meridian/361","2986 N. Eagle RD.","83646","US","+1 208-506-2978","43.632030","-116.352150"
362,"ID","Coeur d&#x27;Alene","Trader Joe's Coeur d'Alene (362)","https://locations.traderjoes.com/id/coeur-d-alene/362","303 E Spokane Ave","83814","US","+1 208-214-8293","47.687900","-116.781390"
400,"TX","Dallas","Trader Joe's Dallas Knox (400)","https://locations.traderjoes.com/tx/dallas/400","4525 Cole Ave","75205","US","+1 214-599-2155","32.822170","-96.789670"
401,"TX","Dallas","Trader Joe's Dallas North (401)","https://locations.traderjoes.com/tx/dallas/401","7939 Walnut Hill Lane","75230","US","+1 214-346-6579","32.880280","-96.772020"
402,"TX","Plano","Trader Joe's Plano (402)","https://locations.traderjoes.com/tx/plano/402","2400 Preston Rd","75093","US","+1 972-312-9538","33.029460","-96.792790"
403,"TX","Dallas","Trader Joe's Dallas  -  Lower Greenville (403)","https://locations.traderjoes.com/tx/dallas/403","2001 Greenville Ave","75206","US","+1 469-334-0614","32.814900","-96.770560"
404,"TX","Fort Worth","Trader Joe's Fort Worth (404)","https://locations.traderjoes.com/tx/fort-worth/404","2701 S Hulen St","76109","US","+1 817-922-9107","32.712070","-97.385180"
405,"TX","Dallas","Trader Joe's Dallas West (405)","https://locations.traderjoes.com/tx/dallas/405","5550 W Lovers Lane","75209","US","+1 214-366-0205","32.851040","-96.818420"
406,"TX","Southlake","Trader Joe's Southlake (406)","https://locations.traderjoes.com/tx/southlake/406","1492 E Southlake Blvd","76092","US","+1 817-251-0360","32.941360","-97.129410"
407,"TX","Dallas","Trader Joe's Dallas Far North (407)","https://locations.traderjoes.com/tx/dallas/407","14856 Preston Rd","75254","US","+1 972-239-3901","32.952630","-96.803560"
408,"TX","McKinney","Trader Joe's McKinney (408)","https://locations.traderjoes.com/tx/mckinney/408","2851 Craig Dr","75070","US","+1 214-491-1893","33.174010","-96.642980"
426,"TX","Houston","Trader Joe's Houston - Alabama Theater (426)","https://locations.traderjoes.com/tx/houston/426","2922 S Shepherd Drive","77098","US","+1 713-526-4034","29.739210","-95.411140"
427,"TX","Houston","Trader Joe's Houston - S Voss Rd (427)","https://locations.traderjoes.com/tx/houston/427","1440 South Voss Road","77057","US","+1 713-266-2377","29.752640","-95.501570"
428,"TX","The Woodlands","Trader Joe's The Woodlands (428)","https://locations.traderjoes.com/tx/the-woodlands/428","10868 Kuykendahl Road","77381","US","+1 281-465-0254","30.176160","-95.537110"
